Step,Seconds,UAV_ID,UAV_X,UAV_Y,UAV_Z,Yaw,VehicleID,X,Y,Speed
591,295.5,1,1488.73,846.56,100.0,75,XXI_Aprile_94_24,1464.2861184723495,831.7035258998834,7.5113230350499585
591,295.5,1,1488.73,846.56,100.0,75,Togliatti_10_61,1500.989909406809,853.7891666574384,7.896092003821498
591,295.5,1,1488.73,846.56,100.0,75,XXI_Aprile_94_26,1450.7734032473093,827.8161470151605,7.287362138057955
591,295.5,1,1488.73,846.56,100.0,75,Togliatti_10_64,1493.47235818485,846.7775632893802,6.975756016573118
591,295.5,1,1488.73,846.56,100.0,75,Turati_10_5,1509.2186693548715,819.365868548247,0.0003122376004436703
591,295.5,1,1488.73,846.56,100.0,75,Pepoli_11_129,1506.0992156442637,818.6356052094438,0.0
591,295.5,2,1524.62,718.15,100.0,75,,,,
591,295.5,2,1524.62,718.15,100.0,75,Togliatti_80_26,1532.810853300857,663.9604678724082,15.176827276373473
591,295.5,2,1524.62,718.15,100.0,75,Silvani_7_61,1533.832895567818,646.6349913615279,0.0
591,295.5,2,1524.62,718.15,100.0,75,Silvani_7_82,1532.2414385769337,652.9381355650759,0.0
591,295.5,2,1524.62,718.15,100.0,75,Silvani_7_83,1529.5069308425766,650.7022766296934,0.0
591,295.5,2,1524.62,718.15,100.0,75,Silvani_7_85,1530.8581021279977,645.3503981620327,0.0
592,296.0,0,1458.79,985.86,100.0,75,,,,
592,296.0,0,1458.79,985.86,100.0,75,Togliatti_10_27,1481.9180830104979,934.4208033573846,7.317209594825976
592,296.0,0,1458.79,985.86,100.0,75,Togliatti_10_28,1478.4098623137513,949.0860556359034,2.7584223019185963
592,296.0,0,1458.79,985.86,100.0,75,Togliatti_10_30,1476.9190651692743,941.5734848419582,0.872944717288966
592,296.0,0,1458.79,985.86,100.0,75,Togliatti_10_35,1479.953731996426,928.8887241067257,6.254720423180797
592,296.0,0,1458.79,985.86,100.0,75,Togliatti_10_42,1485.6479462517652,918.8290290290792,9.55004307531047
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_36,1455.543354025941,1037.209859168701,0.0
592,296.0,0,1458.79,985.86,100.0,75,Costa_200_25,1463.542287468189,1011.23628925209,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_45,1457.0956815905056,1024.4342705498318,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_50,1458.6082668324357,1018.1117373103141,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_52,1461.400765782591,1006.4392266019959,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_54,1460.0045139588494,1012.2754917734569,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_64,1455.7544996405827,1030.7846632060034,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_67,1462.797015832472,1000.6029688451865,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_68,1452.4360520697996,1037.9908665267296,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_69,1458.6441589973736,1036.4380134679834,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_71,1460.5417791974523,1023.7791748222444,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_72,1452.4510090236238,1031.52488253409,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_73,1465.5895114024772,988.9304722657325,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_76,1459.0600024018186,1030.0522176556274,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_77,1464.1932628024142,994.7667239623729,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_78,1453.6477504048069,1025.0968270369133,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_79,1462.0420337298617,1017.5077303774345,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_80,1466.3120217558296,999.6580974609113,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_81,1467.8122733014384,993.386665501686,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_83,1455.0553495282975,1019.2135557004161,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_84,1464.9271548082384,1005.4471925362133,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_88,1467.1020951413132,982.6079453090763,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_90,1456.5802267675335,1012.840102915771,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_92,1468.4983448171308,976.7716891158335,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_93,1472.5707800466328,959.7491065925169,0.00018488214739295687
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_94,1458.105103951473,1006.4666503622466,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_95,1459.5127010034566,1000.5833876839218,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_96,1469.3125246681338,987.1152342903648,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_98,1469.7782616914253,971.4216984130156,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_99,1473.8508384876368,954.3985241476919,0.000745591318164833
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_100,1460.9203009011403,994.7001131115683,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_101,1470.812775039372,980.843807240307,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_103,1471.1745139281113,965.5854315154673,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_104,1462.4451803545337,988.3266510725211,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_105,1473.582509307297,969.2656155315443,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_106,1475.2475483532983,948.5603443831338,0.002428849909862143
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_107,1472.1976431709531,975.0547072156259,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_109,1476.3523431533165,957.6870075610911,0.0006573446852385847
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_110,1463.8527805255276,982.4433753578261,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_116,1465.143102426298,977.0502817369442,0.0
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_117,1468.0756921540487,964.7930837897054,0.0006688350170988028
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_118,1466.550709541986,971.1669769958602,9.889304871292652e-05
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_10_119,1474.9673836237896,963.4764896523649,8.618088772572972e-05
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_124,1470.7753489278155,953.5094640073225,0.006087972242009122
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_125,1472.1863254058535,947.6120765117056,0.021758018563339622
592,296.0,0,1458.79,985.86,100.0,75,Pepoli_11_128,1469.4836963371984,958.9081194457012,0.002532956799050367
592,296.0,1,1488.73,846.56,100.0,75,,,,
592,296.0,1,1488.73,846.56,100.0,75,Togliatti_10_33,1484.6643237836283,909.1986780010418,10.351782705804457
592,296.0,1,1488.73,846.56,100.0,75,XXI_Aprile_9_14,1440.933005398877,824.9852315273256,7.397628845001642
592,296.0,1,1488.73,846.56,100.0,75,Togliatti_10_37,1490.449346264046,884.9463362792296,12.890464884836398
592,296.0,1,1488.73,846.56,100.0,75,Togliatti_9_38,1494.8573223930196,880.1138642462602,13.002111559133787
592,296.0,1,1488.73,846.56,100.0,75,Togliatti_10_41,1483.9856792006967,841.7556346153901,6.684011014660738
592,296.0,1,1488.73,846.56,100.0,75,Togliatti_10_42,1485.6479462517652,918.8290290290792,9.55004307531047
592,296.0,1,1488.73,846.56,100.0,75,Togliatti_10_46,1482.3347330339,837.2936087159925,8.166002940857632
592,296.0,1,1488.73,846.56,100.0,75,Togliatti_10_50,1496.0454242403664,844.5760756114873,7.850953992712041
592,296.0,1,1488.73,846.56,100.0,75,Togliatti_10_52,1495.1672879000464,864.699959579554,9.817604602590324
592,296.0,1,1488.73,846.56,100.0,75,Togliatti_10_54,1489.8864794187973,901.1108854005896,10.798429388946259
592,296.0,1,1488.73,846.56,100.0,75,XXI_Aprile_94_24,1468.0124549609595,832.7755296786912,7.7556584763802805
592,296.0,1,1488.73,846.56,100.0,75,Togliatti_10_61,1499.9756013000888,858.1431781229527,9.01420063971785
592,296.0,1,1488.73,846.56,100.0,75,XXI_Aprile_94_26,1454.2003936901676,828.8020340159483,7.132626792526175
592,296.0,1,1488.73,846.56,100.0,75,Togliatti_10_64,1496.523465830286,848.9104266125689,7.485999510898668
592,296.0,1,1488.73,846.56,100.0,75,Turati_10_5,1509.218661339306,819.3659026945566,7.017880578849141e-05
592,296.0,1,1488.73,846.56,100.0,75,Pepoli_11_129,1506.0992156442637,818.6356052094438,0.0
592,296.0,2,1524.62,718.15,100.0,75,,,,
592,296.0,2,1524.62,718.15,100.0,75,Togliatti_80_26,1534.5930439384804,656.731041312422,14.89628815126252
592,296.0,2,1524.62,718.15,100.0,75,Silvani_7_61,1533.832895567818,646.6349913615279,0.0
592,296.0,2,1524.62,718.15,100.0,75,Silvani_7_82,1532.2414385769337,652.9381355650759,0.0
592,296.0,2,1524.62,718.15,100.0,75,Silvani_7_83,1529.5069308425766,650.7022766296934,0.0
592,296.0,2,1524.62,718.15,100.0,75,Silvani_7_85,1530.8581021279977,645.3503981620327,0.0
593,296.5,0,1458.79,985.86,100.0,75,,,,
593,296.5,0,1458.79,985.86,100.0,75,Togliatti_10_27,1481.2366095287575,937.2695353485365,5.906051817775561
593,296.5,0,1458.79,985.86,100.0,75,Togliatti_10_28,1478.174397371049,950.0703588157688,2.040678309768163
593,296.5,0,1458.79,985.86,100.0,75,Togliatti_10_30,1476.8528696107626,941.8501790786844,0.5690128178258231
593,296.5,0,1458.79,985.86,100.0,75,Togliatti_10_33,1483.6415288877245,913.4739112555383,8.791879981988703
593,296.5,0,1458.79,985.86,100.0,75,Togliatti_10_35,1479.4306255603767,931.07528373857,4.49658970920872
593,296.5,0,1458.79,985.86,100.0,75,Togliatti_10_42,1484.7547646108897,922.5627548195146,7.740839805277345
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_36,1455.543354025941,1037.209859168701,0.0
593,296.5,0,1458.79,985.86,100.0,75,Costa_200_25,1463.542287468189,1011.23628925209,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_45,1457.0956815905056,1024.4342705498318,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_50,1458.6082668324357,1018.1117373103141,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_52,1461.400765782591,1006.4392266019959,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_54,1460.0045139588494,1012.2754917734569,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_64,1455.7544996405827,1030.7846632060034,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_67,1462.797015832472,1000.6029688451865,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_68,1452.4360520697996,1037.9908665267296,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_69,1458.6441589973736,1036.4380134679834,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_71,1460.5417791974523,1023.7791748222444,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_72,1452.4510090236238,1031.52488253409,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_73,1465.5895114024772,988.9304722657325,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_76,1459.0600024018186,1030.0522176556274,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_77,1464.1932628024142,994.7667239623729,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_78,1453.6477504048069,1025.0968270369133,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_79,1462.0420337298617,1017.5077303774345,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_80,1466.3120217558296,999.6580974609113,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_81,1467.8122733014384,993.386665501686,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_83,1455.0553495282975,1019.2135557004161,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_84,1464.9271548082384,1005.4471925362133,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_88,1467.1020951413132,982.6079453090763,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_90,1456.5802267675335,1012.840102915771,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_92,1468.4983448171308,976.7716891158335,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_93,1472.5707700476758,959.749148387674,8.59503991378131e-05
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_94,1458.105103951473,1006.4666503622466,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_95,1459.5127010034566,1000.5833876839218,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_96,1469.3125246681338,987.1152342903648,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_98,1469.7782616914253,971.4216984130156,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_99,1473.8507666735698,954.3988243270228,0.0006173091603410316
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_100,1460.9203009011403,994.7001131115683,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_101,1470.812775039372,980.843807240307,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_103,1471.1745139281113,965.5854315154673,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_104,1462.4451803545337,988.3266510725211,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_105,1473.582509307297,969.2656155315443,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_106,1475.2473394881065,948.5612174295451,0.0017953919259680183
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_107,1472.1976431709531,975.0547072156259,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_109,1476.3523000069777,957.6871879237302,0.0003739316634371805
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_110,1463.8527805255276,982.4433753578261,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_116,1465.143102426298,977.0502817369442,0.0
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_117,1468.0756401346446,964.7933012125952,0.00044354997876670425
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_118,1466.550703088104,971.1670039708264,5.502983461366223e-05
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_10_119,1474.9673758234371,963.4765222598164,6.760246280784994e-05
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_124,1470.7747178448396,953.5121017131293,0.005381008207571883
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_125,1472.1850384368822,947.6174555912559,0.010973502479031498
593,296.5,0,1458.79,985.86,100.0,75,Pepoli_11_128,1469.483513914453,958.9088819088853,0.0015554504376060904
593,296.5,1,1488.73,846.56,100.0,75,,,,
593,296.5,1,1488.73,846.56,100.0,75,Togliatti_10_33,1483.6415288877245,913.4739112555383,8.791879981988703
593,296.5,1,1488.73,846.56,100.0,75,XXI_Aprile_9_14,1444.4733808740607,826.0037374779813,7.368616105283318
593,296.5,1,1488.73,846.56,100.0,75,Togliatti_10_37,1489.0399797599464,890.9086474043786,12.25346932073887
593,296.5,1,1488.73,846.56,100.0,75,Togliatti_9_38,1493.5645891679965,885.6630413121927,11.48857687992522
593,296.5,1,1488.73,846.56,100.0,75,Togliatti_10_41,1487.2061885446192,843.6796769894455,7.5892300102845
593,296.5,1,1488.73,846.56,100.0,75,Togliatti_10_46,1485.8104851890341,839.190358623855,7.828471409022561
593,296.5,1,1488.73,846.56,100.0,75,Togliatti_10_50,1499.3260607272928,847.238316976303,8.499066976108194
593,296.5,1,1488.73,846.56,100.0,75,Togliatti_10_52,1493.921322284515,870.0468441222534,10.980433059619859
593,296.5,1,1488.73,846.56,100.0,75,Togliatti_10_54,1488.6982742114424,906.0778845237259,10.29768833684684
593,296.5,1,1488.73,846.56,100.0,75,XXI_Aprile_94_24,1471.673933007257,833.8288747841721,7.620668002646787
593,296.5,1,1488.73,846.56,100.0,75,Togliatti_10_61,1498.836561750631,863.0326108556241,10.122694442996393
593,296.5,1,1488.73,846.56,100.0,75,XXI_Aprile_94_26,1457.8614997603502,829.8552721102127,7.619893805330809
593,296.5,1,1488.73,846.56,100.0,75,Togliatti_10_64,1497.8920154786802,852.0487584553325,7.115699429648643
593,296.5,1,1488.73,846.56,100.0,75,Turati_10_5,1509.218661339306,819.3659026945566,0.0
593,296.5,1,1488.73,846.56,100.0,75,Pepoli_11_129,1506.0992156442637,818.6356052094438,0.0
593,296.5,2,1524.62,718.15,100.0,75,,,,
593,296.5,2,1524.62,718.15,100.0,75,Togliatti_80_26,1536.364833392502,649.6662609582387,14.621304983940165
593,296.5,2,1524.62,718.15,100.0,75,Silvani_7_61,1533.832895567818,646.6349913615279,0.0
593,296.5,2,1524.62,718.15,100.0,75,Silvani_7_82,1532.2414385769337,652.9381355650759,0.0
593,296.5,2,1524.62,718.15,100.0,75,Silvani_7_83,1529.5069308425766,650.7022766296934,0.0
593,296.5,2,1524.62,718.15,100.0,75,Silvani_7_85,1530.8581021279977,645.3503981620327,0.0
594,297.0,0,1458.79,985.86,100.0,75,,,,
594,297.0,0,1458.79,985.86,100.0,75,Togliatti_10_27,1480.697899887135,939.5214782797751,4.668776032241036
594,297.0,0,1458.79,985.86,100.0,75,Togliatti_10_28,1478.0254382333096,950.6930457910108,1.2909678949987244
594,297.0,0,1458.79,985.86,100.0,75,Togliatti_10_30,1476.8115857696012,942.0227435403503,0.3548732772717355
594,297.0,0,1458.79,985.86,100.0,75,Togliatti_10_33,1482.7365036046508,917.256873217758,7.779539867978837
594,297.0,0,1458.79,985.86,100.0,75,Togliatti_10_35,1478.9905273978234,932.9148727972621,3.7830558609148848
594,297.0,0,1458.79,985.86,100.0,75,Togliatti_10_42,1483.9241611371979,926.0348879998478,7.198500436320065
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_36,1455.543354025941,1037.209859168701,0.0
594,297.0,0,1458.79,985.86,100.0,75,Costa_200_25,1463.542287468189,1011.23628925209,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_45,1457.0956815905056,1024.4342705498318,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_50,1458.6082668324357,1018.1117373103141,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_52,1461.400765782591,1006.4392266019959,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_54,1460.0045139588494,1012.2754917734569,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_64,1455.7544996405827,1030.7846632060034,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_67,1462.797015832472,1000.6029688451865,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_68,1452.4360520697996,1037.9908665267296,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_69,1458.6441589973736,1036.4380134679834,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_71,1460.5417791974523,1023.7791748222444,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_72,1452.4510090236238,1031.52488253409,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_73,1465.5895114024772,988.9304722657325,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_76,1459.0600024018186,1030.0522176556274,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_77,1464.1932628024142,994.7667239623729,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_78,1453.6477504048069,1025.0968270369133,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_79,1462.0420337298617,1017.5077303774345,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_80,1466.3120217558296,999.6580974609113,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_81,1467.8122733014384,993.386665501686,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_83,1455.0553495282975,1019.2135557004161,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_84,1464.9271548082384,1005.4471925362133,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_88,1467.1020951413132,982.6079453090763,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_90,1456.5802267675335,1012.840102915771,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_92,1468.4983448171308,976.7716891158335,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_93,1472.570762805479,959.7491786597063,6.225346313465808e-05
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_94,1458.105103951473,1006.4666503622466,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_95,1459.5127010034566,1000.5833876839218,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_96,1469.3125246681338,987.1152342903648,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_98,1469.7782616914253,971.4216984130156,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_99,1473.850728162524,954.3989853013335,0.00033103850379212447
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_100,1460.9203009011403,994.7001131115683,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_101,1470.812775039372,980.843807240307,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_103,1471.1745139281113,965.5854315154673,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_104,1462.4451803545337,988.3266510725211,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_105,1473.582509307297,969.2656155315443,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_106,1475.2471745801008,948.5619067370422,0.0014175387457970284
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_107,1472.1976431709531,975.0547072156259,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_109,1476.3522708633398,957.687309751528,0.000252575984283736
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_110,1463.8527805255276,982.4433753578261,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_116,1465.143102426298,977.0502817369442,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_117,1468.075610953234,964.793423180671,0.00024881896041166127
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_118,1466.550703088104,971.1670039708264,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_10_119,1474.9673758234371,963.4765222598164,0.0
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_124,1470.7743332985333,953.513708982006,0.0032788823513745747
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_125,1472.1839111826905,947.6221671189659,0.00961167436205124
594,297.0,0,1458.79,985.86,100.0,75,Pepoli_11_128,1469.4833751973365,958.9094616978475,0.0011827889056019772
594,297.0,1,1488.73,846.56,100.0,75,,,,
594,297.0,1,1488.73,846.56,100.0,75,Togliatti_10_33,1482.7365036046508,917.256873217758,7.779539867978837
594,297.0,1,1488.73,846.56,100.0,75,XXI_Aprile_9_14,1448.1380048557357,827.0579876156897,7.627215666941755
594,297.0,1,1488.73,846.56,100.0,75,Togliatti_10_37,1487.7099813448192,896.4679765284791,11.4325819270937
594,297.0,1,1488.73,846.56,100.0,75,Togliatti_9_38,1492.3193353398929,890.9409306217347,10.934207038993629
594,297.0,1,1488.73,846.56,100.0,75,Togliatti_10_41,1490.2204161966517,845.1531498818454,6.784967319781728
594,297.0,1,1488.73,846.56,100.0,75,Togliatti_10_46,1489.4761057423846,841.2343702632135,8.303296086785313
594,297.0,1,1488.73,846.56,100.0,75,Togliatti_10_50,1501.0777436736932,851.0367873950736,8.563698131730385
594,297.0,1,1488.73,846.56,100.0,75,Togliatti_10_52,1492.5601825439096,875.8879820708272,11.995438413551195
594,297.0,1,1488.73,846.56,100.0,75,Togliatti_10_54,1487.7084992648786,910.2153948302403,8.577974461182214
594,297.0,1,1488.73,846.56,100.0,75,XXI_Aprile_94_24,1475.3502989167025,834.8865028752615,7.65165424942683
594,297.0,1,1488.73,846.56,100.0,75,Togliatti_10_61,1497.5842052851872,868.4084669424742,11.129746846312294
594,297.0,1,1488.73,846.56,100.0,75,XXI_Aprile_94_26,1461.3457409121045,830.8576291685124,7.2517832205852555
594,297.0,1,1488.73,846.56,100.0,75,Togliatti_10_64,1497.2956490952079,855.566399685256,7.176992886322964
594,297.0,1,1488.73,846.56,100.0,75,Turati_10_5,1509.218661339306,819.3659026945566,0.0
594,297.0,1,1488.73,846.56,100.0,75,Pepoli_11_129,1506.0992156442637,818.6356052094438,0.0
594,297.0,2,1524.62,718.15,100.0,75,,,,
594,297.0,2,1524.62,718.15,100.0,75,Silvani_7_61,1533.832895567818,646.6349913615279,0.0
594,297.0,2,1524.62,718.15,100.0,75,Silvani_7_82,1532.2414385769337,652.9381355650759,0.0
594,297.0,2,1524.62,718.15,100.0,75,Silvani_7_83,1529.5069308425766,650.7022766296934,0.0
594,297.0,2,1524.62,718.15,100.0,75,Silvani_7_85,1530.8581021279977,645.3503981620327,0.0
595,297.5,0,1458.79,985.86,100.0,75,,,,
595,297.5,0,1458.79,985.86,100.0,75,Togliatti_10_27,1480.2992739742847,941.1878356962645,3.4547276750810108
595,297.5,0,1458.79,985.86,100.0,75,Togliatti_10_28,1477.949726697727,951.0095392119474,0.65616089889895
595,297.5,0,1458.79,985.86,100.0,75,Togliatti_10_30,1476.790861294762,942.1093708439963,0.17814626980118436
595,297.5,0,1458.79,985.86,100.0,75,Togliatti_10_33,1481.947744909166,920.5538464605995,6.780119663507147
595,297.5,0,1458.79,985.86,100.0,75,Togliatti_10_35,1478.7357950409094,933.9796417432523,2.189663165594106
595,297.5,0,1458.79,985.86,100.0,75,Togliatti_10_42,1483.2432456673744,928.8812873596626,5.9012157568220545
595,297.5,0,1458.79,985.86,100.0,75,Pepoli_11_36,1455.543354025941,1037.209859168701,0.0
595,297.5,0,1458.79,985.86,100.0,75,Costa_200_25,1463.542287468189,1011.23628925209,0.0
595,297.5,0,1458.79,985.86,100.0,75,Pepoli_11_45,1457.0956815905056,1024.4342705498318,0.0
595,297.5,0,1458.79,985.86,100.0,75,Togliatti_10_54,1486.7835645253438,914.0818566263939,8.016030918478558
595,297.5,0,1458.79,985.86,100.0,75,Pepoli_10_50,1458.6082668324357,1018.1117373103141,0.0
595,297.5,0,1458.79,985.86,100.0,75,Pepoli_11_52,1461.400765782591,1006.4392266019959,0.0
595,297.5,0,1458.79,985.86,100.0,75,Pepoli_11_54,1460.0045139588494,1012.2754917734569,0.0
595,297.5,0,1458.79,985.86,100.0,75,Pepoli_10_64,1455.7544996405827,1030.7846632060034,0.0
595,297.5,0,1458.79,985.86,100.0,75,Pepoli_11_67,1462.797015832472,1000.6029688451865,0.0
595,297.5,0,1458.79,985.86,100.0,75,Pepoli_11_68,1452.4360520697996,1037.9908665267296,0.0
595,297.5,0,1458.79,985.86,100.0,75,Pepoli_10_69,1458.784300778808,1036.9863943518571,1.1412524913903326
595,297.5,0,1458.79,985.86,100.0,75,Pepoli_10_71,1460.5417791974523,1023.7791748222444,0.0
